x,y
565,319
959,617
744,785
953,570
355,311
627,685
433,277
548,910
776,644
355,118
574,629
103,368
259,141
561,948
334,326
177,899
738,150
687,358
976,790
945,136
342,472
160,736
645,656
822,436
108,568
235,330
966,721
854,214
770,505
621,421
120,381
188,870
264,550
241,544
849,713
163,129
488,948
445,244
955,591
161,517
975,767
828,564
737,314
965,316
995,169
463,804
485,422
758,652
493,603
294,763
209,588
987,630
274,915
243,680
256,531
405,245
168,159
258,587
575,773
415,969
250,211
406,773
253,556
578,379
838,882
590,817
853,399
991,1000
401,660
364,769
809,430
939,574
257,930
509,880
783,972
502,441
112,839
571,841
588,281
935,608
883,762
163,122
470,358
639,490
309,898
110,288
184,169
252,874
819,322
379,943
120,542
494,286
687,629
525,163
255,479
438,806
291,427
925,374
986,508
790,871
945,162
926,162
142,174
984,950
620,194
656,583
148,117
493,136
197,180
325,474
615,275
718,176
214,254
654,232
209,751
618,500
263,806
265,300
671,913
539,735
685,795
502,517
300,335
377,872
128,718
206,487
783,643
858,694
748,990
966,659
671,691
533,383
527,926
190,835
850,144
392,773
770,834
384,777
190,285
688,692
628,734
434,145
107,323
897,179
432,726
308,502
831,787
568,124
675,849
348,911
262,888
153,773
589,208
599,358
287,787
632,162
157,562
742,321
475,951
390,909
238,763
692,558
966,463
346,886
661,386
752,653
789,424
730,936
816,681
431,211
316,531
768,389
886,802
648,374
681,926
845,869
927,622
163,453
171,548
485,181
609,978
679,985
888,460
587,413
135,393
707,158
296,379
763,859
928,788
235,755
447,767
731,865
722,857
670,752
955,281
512,474
819,571
878,283
446,627
100,393
152,780
892,736
668,557
599,611
494,555
143,264
946,204
888,307
433,316
413,573
907,382
537,377
563,657
463,525
540,591
674,146
535,333
647,687
282,425
641,510
144,556
964,606
340,440
766,825
628,741
222,895
804,984
440,119
462,948
670,751
271,404
432,562
558,480
992,924
791,215
420,761
346,736
862,210
260,861
405,453
869,252
288,687
248,471
597,547
735,617
466,790
690,122
313,118
483,464
476,658
772,934
534,785
746,589
309,256
461,832
627,229
706,589
931,145
556,419
104,177
404,859
886,838
219,241
567,767
835,448
642,253
906,262
763,256
465,783
1000,923
822,367
237,800
385,563
644,170
293,683
116,178
444,928
294,198
766,725
970,234
354,257
268,349
712,458
609,598
736,367
145,328
645,554
946,929
546,548
213,132
719,973
563,200
833,802
823,845
685,101
995,419
913,946
640,549
757,280
617,997
512,809
874,263
642,981
543,636
993,998
798,348
639,952
433,787
632,611
583,789
704,425
548,557
613,152
391,298
124,377
386,786
689,516
762,319
374,125
944,300
506,411
785,769
966,584
101,840
747,879
242,746
104,429
401,562
148,112
241,440
558,804
794,443
968,481
492,306
526,368
388,125
963,786
930,726
769,613
733,134
821,579
430,776
648,531
321,938
697,670
622,344
114,976
683,241
774,404
335,275
498,991
539,311
179,638
969,277
861,344
141,638
876,707
217,769
297,239
464,691
901,295
416,778
714,168
532,352
928,322
146,685
454,864
963,845
269,540
997,870
860,621
356,840
718,102
162,860
177,597
994,705
853,158
659,420
631,262
181,885
994,152
964,483
471,252
819,586
921,368
167,837
920,629
363,484
433,392
462,213
567,962
217,656
258,934
733,397
711,946
142,397
419,517
821,320
460,443
444,985
634,451
127,709
880,122
114,797
316,414
852,619
279,206
475,738
418,970
628,161
791,502
977,867
831,535
628,998
327,145
180,959
177,267
104,402
151,608
276,844
208,650
886,931
574,503
976,972
878,191
319,800
122,291
810,251
788,646
956,237
973,624
687,371
231,331
289,724
162,959
359,609
509,488
323,944
542,998
148,388
147,768
221,534
207,323
696,164
963,811
306,535
170,968
568,241
274,358
909,150
607,180
994,867
305,509
113,953
438,170
425,752
661,956
781,195
759,177
496,144
985,288
481,875
212,326
806,958
831,983
949,984
259,306
484,422
131,450
770,963
681,625
868,861
231,894
420,484
549,916
621,512
662,778
225,536
822,493
364,563
336,681
922,625
159,314
926,630
775,746
822,455
155,617
139,581
582,231
756,824
749,673
704,874
347,567
707,906
460,743
446,215
726,334
568,799
539,251
150,470
589,950
426,289
594,355
455,847
949,735
672,727
336,492
423,953
505,578
862,570
143,383
584,568
203,322
159,977
427,526
418,507
827,461
438,639
310,979
492,617
940,661
248,989
372,845
165,272
323,759
492,969
568,164
120,332
276,413
392,335
130,258
332,921
167,765
981,137
711,175
836,106
501,209
167,662
378,111
253,750
117,479
882,249
619,938
894,264
113,214
419,541
925,884
745,523
402,825
251,227
704,678
152,175
999,680
546,367
675,168
311,703
892,409
530,195
127,204
188,829
681,850
745,321
218,872
172,959
712,955
929,102
154,756
421,713
176,238
706,977
413,598
969,896
686,400
957,422
985,692
581,889
740,948
934,309
504,873
963,317
779,598
922,496
382,196
912,718
857,254
321,771
522,264
791,694
135,806
122,812
796,755
412,694
114,733
104,769
208,320
767,631
445,277
537,691
468,715
269,116
551,395
259,835
829,118
886,517
582,933
947,981
670,130
169,774
208,414
776,392
918,737
433,614
616,231
509,948
704,630
216,481
999,843
680,710
321,199
501,368
405,414
123,950
806,312
682,186
929,447
948,684
637,796
714,956
370,457
799,981
605,564
773,395
981,484
468,527
322,602
151,861
788,306
520,942
335,227
924,124
817,896
921,358
476,847
413,376
496,577
811,964
490,631
242,178
772,899
466,647
157,614
883,200
354,458
309,461
690,295
385,560
640,644
787,217
789,985
329,666
330,829
648,289
588,821
934,511
228,239
859,130
794,397
533,217
428,417
683,845
110,264
273,285
693,838
433,886
665,597
868,409
428,717
783,126
247,408
898,888
425,279
569,500
284,326
448,723
783,532
337,965
736,594
734,667
656,245
481,202
660,471
149,322
752,939
503,723
725,763
662,540
632,389
526,440
246,349
492,446
107,203
156,529
370,587
400,172
388,215
866,121
576,261
159,949
865,438
423,277
463,765
331,704
182,407
363,604
660,462
250,226
685,365
251,223
393,912
687,497
790,536
342,799
751,809
116,121
381,491
500,774
275,234
381,513
367,139
821,349
492,165
450,357
482,133
120,402
653,381
189,286
832,636
850,856
408,569
906,292
245,162
485,514
206,889
222,153
451,663
707,250
599,402
732,537
150,167
130,414
459,960
243,276
167,214
308,542
290,703
375,491
105,264
386,787
525,274
158,414
983,748
902,573
492,827
892,996
357,973
989,971
522,881
942,681
845,119
722,409
961,436
427,341
299,162
928,788
314,327
771,397
847,610
502,384
368,621
601,289
694,137
293,757
155,567
809,617
501,818
523,188
366,433
718,437
560,745
788,184
139,896
682,942
450,578
993,209
728,445
537,971
746,203
949,830
595,344
379,345
627,941
374,863
942,789
260,413
674,545
481,302
895,355
843,635
625,177
250,383
241,857
257,209
543,322
858,857
234,673
104,673
525,851
182,138
281,739
239,419
795,899
692,830
146,184
914,813
999,912
776,909
315,410
886,240
549,241
626,114
279,494
891,720
397,585
306,640
833,946
203,930
982,929
859,744
920,847
507,869
316,233
396,485
948,154
691,451
529,850
479,700
503,864
421,451
230,756
378,199
404,804
129,224
961,406
544,708
427,164
545,575
346,302
302,208
571,491
544,769
944,506
303,745
537,411
812,575
319,920
636,531
502,626
747,584
147,631
215,883
187,823
278,754
346,782
670,986
499,180
163,626
558,758
323,153
474,475
248,592
451,550
608,409
753,301
882,521
363,129
997,609
519,539
677,948
705,580
347,280
298,897
248,783
400,999
753,341
634,757
385,994
778,420
638,1000
272,605
580,108
831,217
222,269
671,558
142,786
230,213
1000,488
625,309
967,798
890,524
752,265
609,822
838,329
998,640
288,550
190,450
969,870
945,684
977,963
459,926
436,560
870,347
927,824
730,354
712,723
314,326
564,292
231,950
703,772
618,425
680,485
508,909
604,831
254,267
959,606
659,433
227,943
442,541
977,915
357,733
510,345
205,350
552,813
859,627
431,594
687,936
617,661
439,793
875,708
391,370
893,499
260,434
726,909
686,462
192,525
204,543
885,873
371,440
959,859
495,920
269,722
115,861
360,549
220,966
398,592
456,687
502,340
383,254
107,438
235,377
667,915
393,244
319,835
538,446
119,779
696,196
246,599
880,645
319,856
120,649
440,120
180,929
279,637
602,446
942,781
933,188
836,506
791,670
469,661
367,516
221,289
176,748
251,297
873,409
833,609
108,625
829,435
512,183
258,960
247,836
873,396
464,441
900,442
658,150
883,361
736,601
282,785
452,535
382,881
866,637
818,885
587,170
261,649
547,490
146,395
224,751
595,787
465,885
525,142
660,397
374,475
513,251
313,667
249,639
428,633
598,431
679,206
911,511
426,202
568,373
323,978
447,468
540,285
796,240
661,640
500,588
683,870
837,384
258,694
175,958
309,641
897,159
657,959
413,251
897,235
460,856
606,359
472,858
627,544
230,650
324,549
831,882
555,668
863,492
858,256
717,477
149,118
806,348
133,994
271,537
955,969
601,369
132,111
974,476
520,822
728,132
652,984
574,398
532,459
471,616
423,838
953,449
998,458
457,875
609,730
243,757
753,867
315,708
547,749
742,140
153,357
631,615
677,667
769,140
525,337
349,332
165,206
321,485
905,709
462,820
277,106
250,282
807,586
893,790
421,865
761,251
490,109
315,610
443,300
835,468
105,352
242,168
985,991
324,593
577,283
594,926
653,183
791,301
211,266
300,159
290,310
456,518
525,102
656,663
773,430
425,567
491,814
353,457
470,943
403,398
963,981
200,845
617,103
661,345
209,692
386,264
205,804
131,434
470,234
407,205
747,814
367,869
759,758
898,810
453,965
448,176
260,879
472,500
520,464
978,208
655,119
749,806
736,893
370,545
667,108
982,241
316,255
572,680
762,748
628,676
177,586
640,230
185,487
755,153
630,741
462,248
281,962
406,583
414,257
748,936
563,301
897,861
765,695
674,736
636,787
580,399
282,672
423,414
782,311
887,467
198,858
587,966
806,101
928,755
209,461
949,964
715,898
141,872
335,597
288,292
610,539
265,428
827,958
408,495
121,733
568,475
778,682
420,350
673,431
516,1000
917,332
832,671
435,704
758,429
154,777
114,804
639,775
958,529
220,146
482,749
205,880
568,197
468,748
630,238
753,860
577,327
667,790
120,715
849,140
278,420
782,655
940,898
867,227
467,430
279,336
441,640
523,895
648,735
833,495
487,437
928,568
521,250
363,862
399,998
774,794
306,339
266,454
526,162
1000,739
790,289
773,132
182,378
999,862
838,205
625,672
694,857
964,642
416,646
471,399
316,417
205,195
342,388
701,175
560,892
380,174
484,856
351,579
327,603
990,288
221,956
563,760
917,120
637,780
811,338
521,277
453,863
232,192
830,529
857,315
154,207
815,563
246,324
671,173
356,367
789,172
849,426
519,706
643,191
470,356
939,215
158,211
540,538
698,147
164,195
760,974
754,291
504,123
546,370
360,978
955,423
264,159
853,127
324,799
860,650
391,297
190,123
672,101
397,191
494,915
679,714
457,862
185,131
893,979
621,333
511,935
473,332
564,266
121,733
617,235
343,839
602,540
754,903
970,552
938,933
541,358
175,437
655,365
802,346
403,966
266,781
530,402
263,425
190,483
275,868
389,332
457,519
335,580
293,985
904,632
347,566
411,785
629,762
506,171
793,136
263,776
657,705
824,382
946,585
963,399
719,757
197,924
971,591
390,399
852,472
160,905
567,120
680,780
340,409
769,654
830,943
321,844
390,387
101,396
395,298
142,841
146,153
388,631
764,466
740,561
304,859
652,272
788,156
490,703
464,791
894,828
836,964
491,801
786,690
629,389
808,914
450,109
940,570
128,471
858,377
633,356
102,118
506,580
864,383
957,375
345,499
885,820
166,816
699,509
632,647
776,399
435,825
357,692
786,893
850,843
279,865
816,298
714,592
404,486
571,752
655,433
382,727
244,538
783,449
557,754
642,631
354,342
570,828
800,346
511,704
249,591
870,316
624,178
135,868
426,436
796,494
555,366
875,675
757,622
913,237
808,564
189,603
125,630
355,919
226,275
848,273
155,703
175,153
469,231
554,158
824,302
888,489
304,351
261,821
375,142
810,146
174,529
635,898
596,526
322,652
730,850
538,271
140,469
514,892
793,454
326,590
579,191
564,688
349,702
724,851
507,676
962,402
837,521
667,949
117,109
504,276
698,318
583,456
481,963
419,583
888,108
176,847
932,643
292,986
689,403
401,805
704,889
454,224
603,641
144,805
634,349
515,951
963,221
500,545
174,748
714,707
225,127
800,943
666,913
186,936
491,984
812,462
512,681
219,337
822,790
745,312
231,251
774,370
627,165
443,191
954,901
395,803
802,847
714,575
665,648
300,861
861,216
825,318
715,286
658,533
677,590
931,627
895,811
431,569
785,832
972,470
420,809
688,183
964,915
204,349
379,625
260,790
429,971
167,636
915,320
251,193
887,571
444,962
175,610
317,778
411,433
968,866
880,315
453,118
919,639
772,183
401,969
207,525
463,859
449,996
173,255
479,598
218,524
125,293
893,672
672,314
938,909
506,210
364,298
302,567
430,269
220,893
137,279
394,210
370,245
897,559
179,459
514,996
396,176
819,281
639,974
507,899
266,915
207,772
500,404
808,285
875,239
129,303
270,118
389,752
820,322
700,294
507,853
459,917
893,661
173,184
383,221
721,735
658,221
223,726
116,493
429,172
549,633
126,927
625,278
298,248
667,123
878,271
404,211
937,845
922,485
624,192
287,609
484,623
579,452
299,543
537,195
774,982
142,388
939,724
964,952
417,168
268,769
716,526
238,183
449,301
854,743
650,322
224,518
342,597
936,271
352,469
114,340
785,293
868,611
665,111
778,907
788,339
879,507
254,795
255,999
486,849
115,525
731,415
537,878
330,978
741,150
288,364
681,532
359,683
643,730
371,699
336,954
267,233
633,669
947,909
783,111
964,918
508,718
106,981
797,458
457,899
106,638
664,968
307,429
661,410
854,784
542,245
754,710
249,773
586,458
747,897
826,634
636,465
458,709
681,864
466,416
548,194
561,696
931,915
225,513
552,833
687,173
528,116
229,136
396,702
410,110
396,408
816,641
306,728
464,878
159,394
540,761
939,243
260,126
182,790
837,941
252,435
643,888
926,348
114,171
779,185
822,350
802,473
160,293
776,310
462,120
734,123
708,640
764,910
747,303
407,720
759,725
851,510
619,746
513,656
710,358
822,493
223,943
307,743
321,428
593,122
492,155
106,356
671,268
175,1000
348,347
508,137
982,279
275,624
769,611
401,172
979,265
347,722
376,149
238,687
711,881
784,948
565,193
777,287
515,280
745,180
994,625
125,514
117,631
328,936
204,460
445,526
903,821
297,868
721,457
111,559
984,333
548,145
786,855
357,114
482,877
856,223
566,697
271,673
970,887
182,939
713,664
116,230
761,118
955,841
443,398
616,918
103,696
206,239
495,643
588,259
584,942
557,985
578,963
883,536
694,841
980,164
513,877
191,961
359,163
998,939
729,120
351,370
407,952
339,875
291,859
942,735
857,438
999,330
205,914
754,298
564,758
111,318
275,221
841,988
644,345
564,321
130,426
787,811
568,101
625,123
901,214
345,122
517,820
843,442
595,929
885,681
879,297
196,541
178,888
664,824
620,237
493,196
962,992
814,330
301,696
453,972
834,263
984,846
693,830
995,247
445,840
441,353
551,846
362,870
223,247
760,683
807,734
349,212
472,448
223,999
698,154
968,283
726,563
270,798
599,601
636,101
853,716
272,208
152,708
235,780
104,687
556,355
176,522
117,222
717,384
290,899
110,149
337,294
188,547
855,694
149,715
185,380
133,735
462,533
395,878
178,680
390,512
637,697
432,384
500,741
692,325
655,482
683,739
837,292
229,551
312,504
300,115
426,350
547,875
220,484
445,156
977,833
870,121
807,733
733,722
699,765
831,176
101,900
576,923
620,171
819,416
533,711
997,866
385,833
499,880
905,704
306,135
652,745
288,604
829,268
565,187
100,164
620,126
243,181
970,748
289,214
443,249
306,149
771,338
444,251
509,463
653,100
910,462
219,805
456,436
953,280
556,535
649,264
536,840
422,770
923,932
771,408
393,333
915,833
347,272
999,156
608,621
228,754
538,844
951,184
702,526
526,424
290,504
894,309
375,971
734,552
651,837
571,396
681,322
585,659
471,462
891,337
743,138
259,712
104,600
594,879
499,220
248,887
683,270
922,290
523,170
460,206
533,197
601,420
378,595
788,220
444,392
849,405
570,413
260,769
284,920
422,179
452,701
412,589
539,729
184,891
490,383
778,210
432,456
772,706
943,635
158,206
703,448
811,414
167,765
768,689
187,834
382,164
639,475
696,476
936,425
467,189
976,754
151,564
294,661
352,169
557,189
319,223
553,723
416,260
706,715
804,982
663,706
929,729
111,115
484,300
961,138
999,129
968,295
800,217
172,995
783,379
376,819
989,419
405,687
555,551
159,728
618,974
646,825
359,445
579,456
321,787
731,144
945,258
618,325
129,892
123,511
173,730
452,763
550,704
471,467
771,697
679,757
618,980
204,646
460,650
451,543
226,847
396,959
803,804
510,354
506,639
406,328
386,454
272,670
414,254
751,298
713,995
923,319
609,844
828,831
818,453
565,496
556,735
556,773
496,567
589,246
162,398
296,590
444,347
712,353
376,733
760,280
423,861
308,243
451,732
638,546
412,693
307,591
586,465
860,158
301,601
270,931
376,922
479,532
887,272
967,655
297,399
883,102
959,183
389,578
441,697
468,537
872,160
247,555
728,932
213,565
838,932
790,486
476,331
925,394
779,101
121,812
1000,505
886,494
154,482
949,486
289,155
474,851
276,254
119,736
631,572
380,756
890,966
269,574
116,520
640,424
470,697
368,845
674,739
205,806
303,843
918,123
860,950
699,564
770,753
977,268
766,439
228,974
304,500
988,787
485,461
200,491
540,491
102,473
231,980
538,693
957,779
572,446
451,525
329,820
684,562
141,180
386,388
810,686
461,509
343,755
891,608
733,236
696,871
911,455
774,287
441,613
294,343
712,785
791,537
708,146
201,571
263,830
144,738
741,637
842,760
990,773
685,507
882,883
395,783
244,639
491,372
664,162
625,110
156,351
682,534
874,265
585,288
431,550
328,495
201,725
500,891
852,327
723,115
372,913
602,635
207,876
877,835
394,223
818,248
273,918
575,442
576,751
952,216
962,977
908,960
660,309
673,167
646,700
250,264
638,130
150,697
615,159
819,764
204,141
607,780
574,750
901,415
909,821
112,592
816,524
566,914
374,490
170,456
763,624
380,904
408,424
588,950
257,464
881,996
280,191
757,115
933,242
141,843
745,481
736,252
630,912
857,750
635,436
373,301
260,276
818,204
384,740
699,790
593,602
788,551
113,241
823,716
143,204
958,105
266,540
823,622
277,825
866,890
915,191
103,756
709,397
768,930
275,760
115,931
769,203
233,978
779,584
338,158
333,564
777,883
840,979
999,506
480,948
532,691
376,254
185,921
561,717
488,469
848,838
253,678
896,426
938,490
1000,158
625,449
504,261
440,480
303,151
579,750
412,828
855,729
119,578
833,812
757,752
380,151
794,349
922,568
339,446
396,830
483,967
700,111
250,944
378,659
303,859
978,748
488,488
781,771
130,759
993,805
513,751
518,910
314,306
473,467
905,770
140,955
138,975
805,226
244,630
372,435
228,529
547,671
692,134
335,320
448,377
864,649
864,124
468,386
553,636
894,958
991,605
114,208
854,852
921,523
367,657
847,778
330,665
129,243
901,642
679,587
202,567
416,537
357,374
481,258
335,236
295,415
163,944
540,160
745,846
536,602
517,219
785,918
293,194
597,417
210,607
895,275
699,849
205,772
183,483
784,262
740,661
195,454
992,990
517,713
960,648
512,605
423,536
748,963
240,482
152,424
749,660
728,141
829,634
504,126
758,143
333,181
749,313
312,672
966,175
446,951
550,960
537,682
232,437
398,367
719,498
925,387
235,874
313,899
953,195
695,257
988,238
394,871
437,618
168,638
830,581
806,899
494,125
616,919
846,199
399,328
914,272
965,604
883,578
351,742
175,243
629,292
308,672
530,281
222,903
792,668
376,362
138,119
882,599
772,168
444,948
908,530
858,757
834,222
899,753
604,405
176,169
559,108
893,367
679,116
371,884
551,101
153,521
893,754
789,197
152,305
529,895
365,856
162,419
919,876
817,1000
179,749
479,934
780,127
368,239
591,773
706,730
894,336
180,493
764,599
775,165
430,351
601,310
716,410
273,573
594,630
188,510
336,567
256,452
404,451
113,827
382,904
929,411
817,663
397,388
506,426
589,567
226,301
931,872
623,880
535,927
108,567
952,150
654,770
871,782
795,979
132,739
690,613
918,572
578,276
433,784
102,129
496,113
424,593
986,643
917,183
725,189
106,692
621,919
782,340
308,219
151,387
485,216
318,266
904,418
800,388
958,941
657,434
373,948
618,912
130,230
810,984
141,572
640,942
219,122
207,328
944,569
889,561
534,464
373,466
222,398
626,640
323,245
516,767
978,141
931,301
875,183
563,546
993,376
734,851
167,132
570,400
440,420
778,547
102,385
257,588
101,132
178,524
483,471
665,274
777,234
764,776
881,395
877,599
332,824
189,914
473,129
704,788
590,802
338,206
764,778
257,166
560,601
976,192
512,599
243,282
368,524
312,806
518,240
952,695
238,574
847,472
824,256
801,733
162,852
476,650
455,825
586,971
676,579
223,688
761,354
281,637
530,461
828,533
403,118
497,644
573,252
399,823
122,732
295,276
109,165
230,650
907,833
172,153
623,888
772,232
690,521
565,258
530,503
341,194
419,688
696,174
669,658
135,400
315,366
178,968
871,140
622,220
868,935
663,128
360,546
940,467
952,159
255,942
860,654
138,725
783,160
489,449
157,207
193,771
760,321
228,968
261,170
485,732
632,298
201,584
227,282
299,774
609,325
934,908
233,128
415,583
956,146
216,858
552,676
954,546
363,971
895,795
611,616
948,1000
175,847
660,595
251,436
225,229
847,794
258,368
577,266
989,409
598,718
491,761
298,792
220,902
504,564
679,898
839,665
980,520
778,355
378,902
178,590
335,331
450,806
240,735
334,788
406,468
559,230
331,902
345,657
454,167
708,818
305,552
262,685
466,801
817,632
223,709
536,467
654,474
293,575
553,208
622,743
598,649
800,947
567,911
862,504
659,910
895,229
145,514
922,902
539,557
611,224
452,779
171,449
812,181
995,639
470,107
367,860
680,781
238,192
823,775
124,598
528,174
654,505
999,520
944,732
523,207
495,389
627,968
558,342
940,875
254,697
882,430
307,444
919,449
180,299
175,870
116,409
818,239
353,377
890,156
865,113
264,267
301,657
606,525
884,213
503,418
240,880
450,517
337,202
163,109
682,620
893,138
880,590
895,713
170,267
302,842
360,499
863,453
463,492
935,928
602,750
684,972
665,461
496,678
365,116
304,580
259,241
297,181
137,226
730,728
634,478
517,245
815,338
637,768
171,245
232,813
596,949
875,118
791,874
234,192
340,743
608,436
582,747
667,250
930,111
382,452
294,528
120,634
464,136
484,406
331,225
484,594
703,153
798,454
808,938
748,555
856,720
166,765
163,542
539,951
883,399
417,958
324,103
255,665
775,106
798,394
399,123
462,309
109,941
562,800
101,976
785,814
689,290
388,179
478,486
427,833
487,286
483,173
491,848
332,528
150,739
363,509
229,154
980,673
816,314
988,460
964,151
940,839
429,312
109,380
967,630
720,497
149,107
748,372
905,725
561,988
934,218
993,695
270,203
408,529
745,604
871,683
387,427
973,450
644,871
954,458
954,110
930,964
254,870
281,998
648,682
572,648
952,236
623,598
546,455
113,120
154,810
366,872
212,488
552,759
963,120
370,996
310,115
816,425
739,956
317,131
960,810
312,290
162,997
322,679
416,893
411,333
480,132
378,548
870,981
353,175
828,277
189,895
995,815
967,979
489,842
775,795
367,112
356,790
649,241
635,201
398,579
105,857
170,649
957,986
438,703
424,399
787,993
813,116
108,447
558,451
317,513
936,961
973,236
819,505
518,258
967,592
152,711
519,175
254,985
320,906
839,863
382,462
488,755
595,802
371,650
339,531
223,782
247,191
151,342
232,108
650,652
289,195
909,828
789,321
740,934
790,920
201,151
203,240
835,614
266,301
427,659
230,221
613,841
627,561
220,693
158,183
250,481
665,514
460,771
610,357
371,894
149,453
828,819
396,121
783,143
833,858
966,249
927,837
894,463
770,264
204,162
873,496
231,842
668,270
492,497
120,704
315,783
655,200
356,795
996,320
232,632
213,863
891,609
148,543
939,127
467,398
979,456
894,106
592,628
379,279
773,910
967,637
699,773
734,177
322,828
440,228
283,892
381,134
795,131
125,490
590,172
404,936
232,697
322,362
391,305
123,282
689,655
162,176
240,776
407,403
649,626
285,561
375,900
842,906
207,755
417,298
243,101
960,223
518,292
440,324
104,950
804,620
375,853
469,337
329,463
939,523
284,476
935,430
855,430
318,601
157,172
665,638
558,241
917,408
199,621
901,950
960,365
498,537
751,699
434,183
535,883
793,269
792,254
478,357
452,771
833,971
143,559
585,124
221,239
597,794
612,358
817,688
358,337
771,429
369,542
565,375
476,262
897,262
537,372
242,750
354,682
480,815
663,606
706,128
987,976
858,486
245,729
436,590
978,556
404,859
307,531
609,497
416,819
712,366
586,947
298,946
764,718
150,329
526,607
979,102
764,849
185,623
433,208
136,796
243,184
136,288
968,915
149,811
486,486
718,148
218,840
421,942
184,728
881,603
572,860
951,274
524,602
434,901
186,748
346,354
719,436
257,725
988,505
892,619
786,253
871,399
555,797
740,166
751,567
881,928
876,777
912,223
226,863
566,533
722,743
811,809
846,717
515,508
793,326
475,433
261,609
347,544
415,479
341,628
460,241
952,779
168,816
272,979
589,130
901,211
985,687
289,607
371,330
555,474
943,885
667,301
745,560
480,300
742,989
548,425
912,549
705,963
628,739
369,130
689,490
446,427
792,375
737,979
531,903
569,539
447,969
176,681
157,977
215,683
271,262
964,896
237,924
521,340
796,274
379,911
313,997
987,543
766,749
622,995
585,945
808,258
128,747
666,118
625,671
124,859
313,617
806,688
146,803
424,499
932,544
451,584
799,560
260,313
379,253
723,468
247,867
301,266
175,792
693,295
983,900
765,542
122,803
368,636
895,216
783,961
171,702
790,363
660,474
547,788
245,533
777,100
660,483
804,184
815,261
947,312
467,285
820,781
758,949
536,526
687,422
324,719
928,300
134,266
820,577
384,303
675,638
612,804
606,867
377,145
430,644
586,991
717,406
613,164
525,436
197,937
981,715
278,679
249,503
145,946
595,326
400,322
978,181
270,396
193,458
506,454
148,365
373,298
425,611
160,235
714,242
828,945
108,563
803,150
174,625
414,440
282,921
507,740
124,592
117,867
769,688
447,777
584,708
101,142
268,409
844,699
334,773
248,262
127,507
384,218
976,802
844,904
409,389
916,749
131,549
209,811
224,157
985,717
536,779
840,504
874,913
599,418
523,739
452,993
222,878
509,970
137,159
826,595
131,548
334,708
988,755
634,109
856,414
242,342
706,184
589,116
455,389
463,595
181,759
342,946
153,145
811,414
811,836
141,564
567,690
348,981
152,842
873,155
422,499
762,429
763,348
466,566
910,358
534,515
328,815
892,214
236,786
296,316
874,782
225,423
267,926
150,543
438,389
455,957
901,838
246,323
243,412
526,422
902,166
918,659
567,739
107,191
150,265
485,996
928,106
507,951
665,164
843,529
607,490
997,693
305,897
569,219
464,104
276,926
191,706
139,376
683,943
254,741
668,355
726,644
748,270
347,300
370,153
325,556
698,234
119,391
212,593
702,541
595,429
659,645
956,351
857,945
636,788
662,655
472,582
328,614
529,245
248,804
726,773
778,206
908,861
824,326
235,679
398,662
448,286
330,587
592,455
777,938
980,825
268,494
443,820
739,998
244,421
129,583
605,894
447,384
549,739
914,868
298,940
629,628
824,570
213,616
360,704
482,783
697,630
101,960
768,156
952,252
532,188
210,154
344,271
764,694
305,256
517,294
149,247
296,429
116,151
895,374
950,590
606,725
269,502
105,660
625,872
403,743
561,301
579,579
300,645
525,702
138,135
656,848
612,692
576,136
997,824
319,109
533,108
487,399
830,562
541,458
660,106
163,842
410,982
838,123
220,983
140,110
403,686
866,148
316,646
372,527
839,758
388,416
840,725
881,536
870,222
599,345
227,860
879,164
630,715
453,718
812,189
663,637
628,740
653,985
839,992
901,645
429,119
652,203
297,520
513,113
291,945
668,285
806,846
709,931
374,442
709,439
703,578
601,167
533,113
552,571
402,261
365,690
599,285
549,729
352,435
512,230
961,716
660,355
171,753
724,884
525,687
537,791
305,520
944,968
934,786
424,675
117,724
185,299
829,831
687,808
978,728
583,328
768,620
230,931
911,756
503,259
968,471
613,510
487,853
435,299
211,888
354,455
939,317
732,546
135,452
791,183
280,515
920,700
108,514
793,804
799,282
405,170
323,665
825,733
931,371
932,541
252,773
285,142
347,275
775,751
581,982
410,944
412,698
536,320
598,792
735,315
590,982
150,964
313,544
766,680
775,550
723,269
772,378
703,864
451,507
245,206
810,784
946,928
783,336
831,776
733,356
460,615
311,207
695,418
713,932
705,729
339,458
467,956
409,599
993,782
953,833
792,808
854,560
601,533
947,959
200,143
535,880
574,938
246,874
545,128
271,951
838,997
280,362
708,335
698,351
481,519
822,513
887,414
368,792
869,932
785,716
469,576
814,979
151,984
239,248
740,688
107,258
951,158
105,779
890,283
834,145
454,514
180,767
969,486
258,119
747,698
197,870
774,584
306,210
630,764
460,551
340,333
647,399
507,410
635,728
232,722
693,864
593,622
274,260
251,728
842,233
207,959
660,705
113,791
667,972
352,107
864,993
319,693
318,390
621,223
341,698
171,128
872,374
103,990
539,725
276,673
696,912
172,321
350,730
128,276
808,516
365,305
318,197
800,622
625,272
880,315
923,635
774,953
701,480
928,674
315,913
354,293
751,876
140,250
808,837
310,815
659,195
521,493
372,829
530,976
211,482
167,963
261,490
852,262
382,297
222,678
568,956
597,837
215,505
256,435
453,273
949,929
750,290
231,147
943,663
255,623
482,163
700,488
138,912
328,429
998,602
331,826
220,561
761,718
403,386
880,597
814,627
977,302
618,668
139,711
384,977
728,604
303,169
342,441
939,773
899,141
965,737
500,229
577,756
487,111
572,987
